rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R007065,Greater NYC,Lower Manhattan–North Brooklyn,10.058249863982123,12,5,11,0,0,0,11
R007066,Greater NYC,Lower Manhattan–North Brooklyn,2.212513188693402,0,0,0,0,0,0,0
R007067,Chicago,Chicago,29.511628728273138,27,2,12,0,0,0,19
R007068,Greater NYC,Nassau County,4.500636913298753,5,2,5,0,0,0,3
R007069,Greater NYC,Westchester,3.654940880921814,2,2,2,0,0,0,1
R007070,Greater NYC,Hudson County,77.72008428171343,67,2,20,1,0,0,41
R007071,Greater NYC,Lower Manhattan–North Brooklyn,17.58073178198314,9,4,8,0,0,0,6
R007072,Greater NYC,Lower Manhattan–North Brooklyn,5.230458151987781,8,5,8,0,0,0,6
R007073,Greater NYC,Westchester,1.0,0,0,0,0,0,0,0
R007074,DMV,DC–Arlington,1.0,1,1,1,0,0,0,1
R007075,Greater NYC,Uptown Manhattan,4.82241486657881,7,3,6,0,0,0,3
R007076,Philadelphia,Main Line,5.492499285814438,5,2,5,0,0,0,5
R007077,Chicago,Chicago,3.872549799707161,2,1,2,0,0,0,2
R007078,Austin,Austin,4.759382707404584,5,1,3,0,0,0,5
R007079,Greater NYC,Fairfield County,7.942958992618254,10,2,7,0,0,0,9
R007080,Northern California,Silicon Valley,15.405319988699418,19,1,9,1,0,0,14
R007081,Atlanta,Atlanta,1.5238401870683438,3,1,2,0,0,0,2
R007082,Greater NYC,Fairfield County,4.90764840273807,6,3,5,0,0,0,5
R007083,Northern California,San Francisco,33.14616346453886,38,2,12,0,0,0,28
R007084,Greater NYC,Nassau County,2.855004313146924,1,1,1,0,0,0,1
R007085,Boston,Boston,21.251037303171607,24,3,11,0,0,0,18
R007086,Greater NYC,Hudson County,1.0622089101386731,2,1,2,0,0,0,2
R007087,Greater NYC,Westchester,4.889293264967591,3,3,3,0,0,0,2
R007088,Northern California,San Francisco,3.10409404356439,1,1,1,0,0,0,1
R007089,DMV,DC–Arlington,7.726935662029924,7,4,6,0,0,0,5
R007090,Philadelphia,Philadelphia,17.15306559770089,16,2,8,0,0,0,12
R007091,Greater NYC,Midtown Manhattan,30.18730045339931,24,4,16,0,0,0,17
R007092,Houston,Houston,8.894070817776385,8,1,6,0,0,0,5
R007093,Northern California,San Francisco,7.870695690368329,7,3,7,0,0,0,6
R007094,Ann Arbor,Ann Arbor,8.377339360494698,8,1,3,0,0,0,5
R007095,DMV,DC–Arlington,46.97540721737763,37,3,15,2,0,0,27
R007096,Greater NYC,Lower Manhattan–North Brooklyn,1.7867361869507477,1,1,1,0,0,0,1
R007097,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,1,2,0,0,0,2
R007098,Greater NYC,Nassau County,1.0,1,1,1,0,0,0,1
R007099,Greater NYC,Midtown Manhattan,11.412664273035618,14,5,12,1,0,0,11
R007100,Atlanta,Atlanta,4.5116159325418215,3,1,3,0,0,0,3
R007101,DMV,DC–Arlington,3.4894548801322416,3,2,3,0,0,0,2
R007102,Greater NYC,Uptown Manhattan,2.5913944721650264,3,3,3,0,0,0,2
R007103,Greater NYC,Lower Manhattan–North Brooklyn,4.732553384710633,2,2,2,0,0,0,1
R007104,Chicago,Chicago,3.468306779632908,6,2,3,0,0,0,4
R007105,Greater NYC,Midtown Manhattan,1.2140938471996792,3,2,3,0,0,0,3
R007106,Northern California,San Francisco,2.824947176346783,0,0,0,0,0,0,0
R007107,South Florida,Miami,1.0758961544792494,0,0,0,0,0,0,0
R007108,Northern California,Silicon Valley,1.1957290453140903,0,0,0,0,0,0,0
R007109,Greater NYC,Uptown Manhattan,1.0649409408126618,2,1,2,0,0,0,2
R007110,Greater NYC,Lower Manhattan–North Brooklyn,6.522588708465133,11,5,9,0,0,0,9
R007111,Southern California,Pasadena,1.1731017984811307,1,1,1,0,0,0,0
R007112,DMV,DC–Arlington,27.19642401255659,27,3,15,0,0,0,17
R007113,Philadelphia,Philadelphia,15.56695054473126,12,1,5,0,0,0,10
R007114,Southern California,Los Angeles,9.490755335089228,9,3,7,0,0,0,4
R007115,Southern California,Pasadena,15.291427789834096,19,1,6,0,0,0,13
R007116,Southern California,Los Angeles,2.488698547987077,1,1,1,0,0,0,1
R007117,Greater NYC,Midtown Manhattan,6.392552598768461,7,3,7,0,0,0,7
R007118,Houston,Houston,1.0,0,0,0,0,0,0,0
R007119,Greater NYC,Fairfield County,4.030235617197391,4,2,4,0,0,0,3
R007120,Greater NYC,Midtown Manhattan,5.420278331593856,6,4,6,0,0,0,6
R007121,Greater NYC,Midtown Manhattan,20.63814206750838,22,4,15,0,0,0,14
R007122,Greater NYC,Uptown Manhattan,69.55602227157367,57,5,27,0,0,0,46
R007123,Greater NYC,Fairfield County,10.713035231902198,8,2,6,0,0,0,6
R007124,South Florida,Miami,1.8067293461186291,1,1,1,0,0,0,1
R007125,Greater NYC,Midtown Manhattan,8.78546645156492,16,4,12,0,0,0,11
R007126,Greater NYC,Hudson County,22.304122729837555,26,3,12,0,0,0,15
R007127,Boston,Boston,19.378383487089557,22,3,8,0,0,0,14
R007128,Greater NYC,Uptown Manhattan,8.79174940696605,5,2,5,0,0,0,5
R007129,DMV,DC–Arlington,5.24128518853868,5,3,5,0,0,0,4
R007130,Boston,Boston,1.0,2,1,2,0,0,0,1
R007131,DMV,DC–Arlington,5.7988906366499355,3,3,3,0,0,0,3
R007132,Southern California,Los Angeles,3.2460904692582653,3,1,3,0,0,0,2
R007133,Greater NYC,Lower Manhattan–North Brooklyn,3.759986606387688,4,3,4,0,0,0,3
R007134,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R007135,Greater NYC,Lower Manhattan–North Brooklyn,70.43221138485218,68,9,42,0,0,0,53
R007136,Atlanta,Atlanta,1.785410873504924,1,1,1,0,0,0,1
R007137,Greater NYC,Hudson County,2.078919176356582,1,1,1,0,0,0,1
R007138,Northern California,San Francisco,44.57345766418224,47,2,12,0,0,0,35
R007139,Greater NYC,Lower Manhattan–North Brooklyn,14.040434087033546,24,7,22,0,0,0,19
R007140,Greater NYC,Fairfield County,1.755693766626709,2,1,1,0,0,0,2
R007141,Atlanta,Atlanta,1.0,1,1,1,0,0,0,1
R007142,DMV,DC–Arlington,1.0753887689227306,0,0,0,0,0,0,0
R007143,Greater NYC,Lower Manhattan–North Brooklyn,3.75631834536642,4,3,4,0,0,0,2
R007144,Seattle,Seattle,34.21729334730926,28,1,8,0,0,0,21
R007145,Houston,Houston,17.12316074727177,8,1,5,0,0,0,7
R007146,Southern California,Pasadena,5.472912372829815,8,1,5,0,0,0,7
R007147,DMV,DC–Arlington,12.83482029432644,14,3,8,0,0,0,12
R007148,Northern California,San Francisco,8.74443218470705,9,2,8,0,0,0,6
R007149,Greater NYC,Midtown Manhattan,5.33167856886483,7,3,6,0,0,0,5
R007150,Greater NYC,Midtown Manhattan,10.973227493681447,14,4,12,0,0,0,12
R007151,Greater NYC,Lower Manhattan–North Brooklyn,2.4557148901109613,5,4,5,0,0,0,4
R007152,DMV,DC–Arlington,3.047860052059636,6,3,6,0,0,0,5
R007153,DMV,Montgomery County,5.013828613389376,1,1,1,0,0,0,1
R007154,Southern California,Los Angeles,9.03460317601248,12,3,9,0,0,0,6
R007155,Greater NYC,Lower Manhattan–North Brooklyn,29.59657257826495,29,7,22,0,0,0,24
R007156,DMV,DC–Arlington,1.009261256534931,1,1,1,0,0,0,1
R007157,Northern California,San Francisco,6.728991773240113,7,2,6,0,0,0,5
R007158,Greater NYC,Lower Manhattan–North Brooklyn,1.4140508949170654,1,1,1,0,0,0,0
R007159,Greater NYC,Lower Manhattan–North Brooklyn,11.443767322270896,11,5,10,0,0,0,9
R007160,Greater NYC,Uptown Manhattan,7.552096265553787,7,3,6,0,0,0,6
R007161,Boston,Chestnut Hill,9.950671038375932,14,1,7,0,0,0,8
R007162,Southern California,Los Angeles,26.517708497848503,19,2,10,1,0,0,10
R007163,Southern California,Los Angeles,1.597751573773512,2,2,2,0,0,0,0
R007164,Seattle,Seattle,7.67558282783505,10,1,8,0,0,0,7
R007165,Dallas,Dallas,9.179202441789412,10,1,6,0,0,0,9
R007166,Greater NYC,Fairfield County,11.985157955337042,17,2,10,0,0,0,11
R007167,South Florida,Miami,1.2445991722513774,2,2,2,0,0,0,2
R007168,Southern California,Los Angeles,1.0,2,2,2,0,0,0,1
R007169,Southern California,Pasadena,1.038693575929754,0,0,0,0,0,0,0
R007170,Chicago,Chicago,2.6958503917491448,6,2,4,0,0,0,5
R007171,Greater NYC,Fairfield County,1.9917918030920476,1,1,1,0,0,0,0
R007172,Greater NYC,Lower Manhattan–North Brooklyn,14.00073445533326,9,5,8,0,0,0,8
R007173,Southern California,Los Angeles,5.6557747013123425,9,2,6,0,0,0,4
R007174,Greater NYC,Hudson County,6.118784040412509,10,3,7,0,0,0,8
R007175,Dallas,Dallas,2.339533304780112,4,1,3,0,0,0,3
R007176,DMV,DC–Arlington,24.49305563146512,31,4,15,1,0,0,21
R007177,South Florida,Miami,1.0,0,0,0,0,0,0,0
R007178,Ann Arbor,Ann Arbor,70.36877072598755,76,1,3,5,1,0,31
R007179,Greater NYC,Uptown Manhattan,27.23054487063278,31,2,23,0,0,0,22
R007180,DMV,Montgomery County,2.5972843232644487,3,1,2,0,0,0,3
R007181,DMV,DC–Arlington,4.295025333379444,7,3,7,0,0,0,5
R007182,Greater NYC,Lower Manhattan–North Brooklyn,2.0642010915431666,1,1,1,0,0,0,1
R007183,Southern California,Los Angeles,2.0102358071495336,2,1,2,0,0,0,2
R007184,Boston,Boston,9.033805151224817,10,2,5,0,0,0,6
R007185,Boston,Chestnut Hill,1.1873652945664108,0,0,0,0,0,0,0
R007186,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,1
R007187,Southern California,Los Angeles,1.2804839448921734,1,1,1,0,0,0,0
R007188,Greater NYC,Uptown Manhattan,9.145435276908676,7,4,7,0,0,0,7
R007189,Greater NYC,Midtown Manhattan,65.32246001941931,60,8,34,0,0,0,48
R007190,Chicago,Chicago,4.028450340172043,8,2,4,0,0,0,6
R007191,Greater NYC,Westchester,7.011287572667075,7,2,7,0,0,0,6
R007192,Chicago,Chicago,11.673300095656671,10,1,6,0,0,0,9
R007193,Greater NYC,Fairfield County,100.66150928820451,96,5,22,4,0,0,64
R007194,Chicago,Chicago,4.04293484575006,4,1,3,0,0,0,3
R007195,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R007196,Chicago,Chicago,1.0,1,1,1,0,0,0,0
R007197,Greater NYC,Lower Manhattan–North Brooklyn,78.80351643027078,85,6,38,0,0,0,75
R007198,Southern California,Pasadena,4.080483646536468,2,2,2,0,0,0,0
R007199,Greater NYC,Lower Manhattan–North Brooklyn,84.70723286388962,83,9,38,0,0,0,58
R007200,Boston,Boston,9.27908907501712,9,3,8,0,0,0,6
R007201,Northern California,San Francisco,14.480490916004578,14,3,10,0,0,0,13
R007202,Greater NYC,Uptown Manhattan,1.0,1,1,1,0,0,0,0
R007203,Greater NYC,Lower Manhattan–North Brooklyn,2.1440580421865088,3,1,3,0,0,0,2
R007204,Northern California,San Francisco,4.893884565915494,8,2,6,0,0,0,7
R007205,Dallas,Dallas,2.008434985490908,2,1,1,0,0,0,1
R007206,Philadelphia,Main Line,3.7382249979100353,2,1,2,0,0,0,2
R007207,Southern California,Los Angeles,3.069884623375312,6,2,5,0,0,0,4
R007208,Greater NYC,Lower Manhattan–North Brooklyn,1.1024959744568457,2,2,2,0,0,0,0
R007209,Greater NYC,Lower Manhattan–North Brooklyn,5.136469002400777,5,3,5,0,0,0,4
R007210,Greater NYC,Lower Manhattan–North Brooklyn,6.345578061582173,6,3,5,0,0,0,6
R007211,Philadelphia,Main Line,10.675185553673916,9,2,7,0,0,0,9
R007212,Greater NYC,Uptown Manhattan,4.906833027159697,4,3,4,0,0,0,4
R007213,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R007214,Philadelphia,Philadelphia,1.0,1,1,1,0,0,0,1
R007215,Northern California,San Francisco,1.0,0,0,0,0,0,0,0
R007216,Boston,Chestnut Hill,3.186951490613748,4,2,3,0,0,0,3
R007217,Northern California,Silicon Valley,1.0,3,2,3,0,0,0,3
R007218,Ann Arbor,Ann Arbor,2.800244545888347,5,1,3,0,0,0,4
R007219,Greater NYC,Midtown Manhattan,5.922503564565709,7,4,6,0,0,0,6
R007220,Northern California,Silicon Valley,6.077866305947926,5,1,3,0,0,0,3
R007221,Greater NYC,Westchester,1.4728978313835843,1,1,1,0,0,0,1
R007222,DMV,DC–Arlington,20.336687901715532,20,3,10,0,0,0,15
R007223,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R007224,Chicago,Chicago,13.82163426360783,15,2,7,0,0,0,15
R007225,Greater NYC,Westchester,2.7624311837840887,4,1,4,0,0,0,2
R007226,Greater NYC,Lower Manhattan–North Brooklyn,6.288371206581044,12,6,12,0,0,0,10
R007227,Greater NYC,Lower Manhattan–North Brooklyn,4.120899127893742,4,2,4,0,0,0,4
R007228,DMV,DC–Arlington,3.2844995104372052,3,2,3,0,0,0,2
R007229,Greater NYC,Lower Manhattan–North Brooklyn,10.482760613200028,13,6,11,0,0,0,11
R007230,Austin,Austin,2.103518107659816,3,1,2,0,0,0,3
R007231,Philadelphia,Philadelphia,6.670970806027597,9,1,4,0,0,0,6
R007232,Austin,Austin,19.505916196744412,24,1,7,0,0,0,15
R007233,Dallas,Dallas,1.4255707429106526,0,0,0,0,0,0,0
R007234,Southern California,Los Angeles,18.874805455579413,28,4,16,0,0,0,19
R007235,Greater NYC,Lower Manhattan–North Brooklyn,15.741350108515554,12,5,11,0,0,0,10
R007236,South Florida,Miami,1.1256828116410968,1,1,1,0,0,0,1
R007237,Greater NYC,Midtown Manhattan,4.251952626974351,5,2,5,0,0,0,4
R007238,Philadelphia,Philadelphia,5.6492055580432705,5,2,4,0,0,0,3
R007239,Chicago,Chicago,19.81415696116985,22,2,11,0,0,0,12
R007240,Greater NYC,Westchester,3.444576821799992,3,2,3,0,0,0,3
R007241,Greater NYC,Midtown Manhattan,55.62494161443249,56,9,30,0,0,0,43
R007242,Greater NYC,Lower Manhattan–North Brooklyn,6.03198891142019,8,5,8,0,0,0,7
R007243,Greater NYC,Midtown Manhattan,12.050722861291742,13,4,10,0,0,0,9
R007244,Chicago,Chicago,3.679950884303465,2,1,2,0,0,0,1
R007245,Greater NYC,Midtown Manhattan,1.0,3,2,3,0,0,0,3
R007246,Boston,Boston,1.6994305725359606,2,1,2,0,0,0,2
R007247,DMV,Montgomery County,1.1564909281382656,3,2,2,0,0,0,3
R007248,Greater NYC,Lower Manhattan–North Brooklyn,13.378417630217315,21,7,16,0,0,0,17
R007249,Philadelphia,Philadelphia,6.509222104669085,4,1,3,0,0,0,3
R007250,Greater NYC,Uptown Manhattan,29.057600509643834,31,5,19,0,0,0,24
R007251,Greater NYC,Lower Manhattan–North Brooklyn,2.916299164728925,5,3,5,0,0,0,5
R007252,Greater NYC,Westchester,1.2084475569195856,0,0,0,0,0,0,0
R007253,Greater NYC,Lower Manhattan–North Brooklyn,1.778820716262759,1,1,1,0,0,0,1
R007254,Southern California,Los Angeles,2.62523882243464,4,2,4,0,0,0,1
R007255,Boston,Boston,5.646325533015071,5,2,4,0,0,0,5
R007256,Boston,Chestnut Hill,7.632323061070995,4,3,4,0,0,0,3
R007257,Greater NYC,Midtown Manhattan,1.5161028585641962,4,2,3,0,0,0,2
R007258,DMV,Montgomery County,14.218555319570068,10,1,6,0,0,0,9
R007259,DMV,Montgomery County,1.4646264042513204,3,1,3,0,0,0,2
R007260,Chicago,Chicago,4.21090342298557,5,2,4,0,0,0,3
R007261,DMV,DC–Arlington,10.178932688768985,12,3,8,1,0,0,10
R007262,Ann Arbor,Ann Arbor,3.421829414101454,2,1,1,0,0,0,2
R007263,Chicago,Chicago,2.1962114686077543,5,1,5,0,0,0,5
R007264,Ann Arbor,Ann Arbor,1.0,0,0,0,0,0,0,0
R007265,Chicago,Chicago,2.9612698779956057,2,1,2,0,0,0,2
R007266,Greater NYC,Nassau County,1.1822882222747813,2,2,2,0,0,0,2
R007267,Greater NYC,Uptown Manhattan,1.7689781643222438,3,2,3,0,0,0,3
R007268,Seattle,Seattle,1.0092546810657888,2,1,2,0,0,0,2
R007269,Houston,Houston,2.99114808671085,2,1,2,0,0,0,2
R007270,Greater NYC,Uptown Manhattan,6.704182482810532,8,3,8,0,0,0,8
R007271,Greater NYC,Lower Manhattan–North Brooklyn,34.127986754290696,38,8,25,0,0,0,33
R007272,Philadelphia,Main Line,2.0813194384544236,2,2,2,0,0,0,2
R007273,DMV,DC–Arlington,5.7367987992870075,2,2,2,0,0,0,2
R007274,Greater NYC,Hudson County,2.139107961884889,1,1,1,0,0,0,1
R007275,Greater NYC,Midtown Manhattan,5.771556730816341,2,1,2,0,0,0,2
R007276,DMV,DC–Arlington,3.07971927755138,1,1,1,0,0,0,1
R007277,Greater NYC,Nassau County,1.0,1,1,1,0,0,0,1
R007278,Greater NYC,Westchester,1.0,0,0,0,0,0,0,0
R007279,Houston,Houston,25.675220924290596,30,1,9,2,0,0,19
R007280,Greater NYC,Nassau County,113.10466879752585,108,5,30,0,0,0,78
R007281,Greater NYC,Lower Manhattan–North Brooklyn,12.039592286284057,8,4,7,0,0,0,8
R007282,Greater NYC,Lower Manhattan–North Brooklyn,6.215208251338101,5,4,4,0,0,0,5
R007283,Greater NYC,Lower Manhattan–North Brooklyn,9.891846176830493,15,6,12,0,0,0,15
R007284,Greater NYC,Lower Manhattan–North Brooklyn,3.785459765925279,5,3,5,0,0,0,3
R007285,Atlanta,Atlanta,1.0,1,1,1,0,0,0,1
R007286,DMV,DC–Arlington,4.935891737344617,7,2,5,0,0,0,7
R007287,Greater NYC,Uptown Manhattan,19.32798399897353,24,5,18,0,0,0,21
R007288,Greater NYC,Midtown Manhattan,9.785436056311251,10,5,10,0,0,0,8
R007289,Greater NYC,Uptown Manhattan,13.53294998826839,14,3,11,0,0,0,10
R007290,Houston,Houston,9.208618270659628,6,1,5,0,0,0,2
R007291,Northern California,Silicon Valley,1.5374289502285368,0,0,0,0,0,0,0
R007292,Greater NYC,Lower Manhattan–North Brooklyn,155.79261274329414,176,12,58,1,0,0,135
R007293,Houston,Houston,2.966478715156168,5,1,3,0,0,0,3
R007294,Boston,Boston,1.350926084526986,1,1,1,0,0,0,1
R007295,Boston,Boston,11.80265253755639,11,3,9,0,0,0,10
R007296,Seattle,Seattle,3.825669263631098,3,1,3,0,0,0,2
R007297,Greater NYC,Lower Manhattan–North Brooklyn,14.42437833637597,14,6,12,0,0,0,14
R007298,Austin,Austin,6.893326073034278,5,1,5,0,0,0,5
R007299,Greater NYC,Lower Manhattan–North Brooklyn,5.91144878083119,6,3,5,0,0,0,6
R007300,Southern California,Pasadena,1.357567411586407,2,1,2,0,0,0,2
R007301,Greater NYC,Lower Manhattan–North Brooklyn,5.073256705957472,2,2,2,0,0,0,2
R007302,Greater NYC,Midtown Manhattan,11.128462996364677,16,7,13,0,0,0,15
R007303,DMV,DC–Arlington,26.63346996652957,36,3,16,1,0,0,22
R007304,Greater NYC,Westchester,2.4178256187560816,4,2,4,0,0,0,2
R007305,Greater NYC,Uptown Manhattan,18.60632655264722,15,4,13,0,0,0,11
R007306,Greater NYC,Lower Manhattan–North Brooklyn,19.963999467694784,23,7,21,0,0,0,20
R007307,Greater NYC,Uptown Manhattan,30.15340900796118,28,4,17,0,0,0,23
R007308,South Florida,Miami,3.66099934761942,4,2,4,0,0,0,3
R007309,Seattle,Seattle,3.25955074208037,3,1,2,0,0,0,3
R007310,Greater NYC,Fairfield County,4.63331052112378,3,2,3,0,0,0,3
R007311,Greater NYC,Fairfield County,4.6431126582340605,5,2,4,0,0,0,4
R007312,Greater NYC,Lower Manhattan–North Brooklyn,32.22604194863293,28,7,19,0,0,0,24
R007313,Greater NYC,Uptown Manhattan,20.767946763632732,15,3,12,0,0,0,14
R007314,South Florida,Miami,14.698788005816374,16,2,6,0,0,0,12
R007315,Boston,Chestnut Hill,19.796424153030085,18,1,8,0,0,0,14
R007316,Greater NYC,Lower Manhattan–North Brooklyn,8.128342366445356,5,4,4,0,0,0,5
R007317,Atlanta,Atlanta,6.304444062105003,7,1,3,0,0,0,7
R007318,Northern California,San Francisco,15.711431296898771,12,2,9,0,0,0,8
R007319,Dallas,Dallas,1.6047197555740864,2,1,2,0,0,0,2
R007320,Northern California,San Francisco,7.106494344353102,11,2,8,0,0,0,6
R007321,Greater NYC,Nassau County,9.61851625916618,10,3,8,0,0,0,9
R007322,Greater NYC,Lower Manhattan–North Brooklyn,5.622277838873091,8,4,8,0,0,0,7
R007323,Greater NYC,Lower Manhattan–North Brooklyn,10.156381806747818,12,4,11,0,0,0,11
R007324,Northern California,Silicon Valley,2.877044371713154,4,2,3,0,0,0,4
R007325,South Florida,Miami,3.4000850560372395,6,2,4,0,0,0,3
R007326,Southern California,Los Angeles,23.485936051020023,21,4,13,0,0,0,12
R007327,Greater NYC,Fairfield County,7.935486061912474,4,1,4,0,0,0,3
R007328,Northern California,San Francisco,1.8568232112560168,3,1,2,0,0,0,3
R007329,DMV,DC–Arlington,3.3457736828530074,4,2,4,0,0,0,3
R007330,Greater NYC,Lower Manhattan–North Brooklyn,1.0,2,2,2,0,0,0,2
R007331,Northern California,San Francisco,7.41004362000809,6,2,5,0,0,0,3
R007332,Greater NYC,Uptown Manhattan,1.0,3,2,3,0,0,0,3
R007333,DMV,DC–Arlington,4.375806545236232,2,2,2,0,0,0,2
R007334,Greater NYC,Uptown Manhattan,1.8539501119336808,2,2,2,0,0,0,2
R007335,Northern California,Marin County,1.0,1,1,1,0,0,0,1
R007336,Greater NYC,Midtown Manhattan,1.0,2,2,2,0,0,0,2
R007337,Northern California,San Francisco,5.306339434944738,4,2,4,0,0,0,3
R007338,Southern California,Los Angeles,2.653416066795931,2,2,1,0,0,0,2
R007339,Greater NYC,Lower Manhattan–North Brooklyn,1.875554015040952,4,4,4,0,0,0,4
R007340,Northern California,San Francisco,2.41797484823819,3,2,3,0,0,0,2
R007341,Southern California,Pasadena,2.1301228879997973,0,0,0,0,0,0,0
R007342,Greater NYC,Uptown Manhattan,4.755732760660984,4,3,4,0,0,0,4
R007343,Seattle,Seattle,3.884143392700872,5,1,3,0,0,0,5
R007344,Houston,Houston,1.0,2,1,1,0,0,0,1
R007345,Greater NYC,Lower Manhattan–North Brooklyn,172.708301626458,166,10,54,2,0,0,116
R007346,DMV,DC–Arlington,1.5087291739767077,0,0,0,0,0,0,0
R007347,Northern California,San Francisco,95.6437224065607,116,2,18,8,0,0,70
R007348,Greater NYC,Lower Manhattan–North Brooklyn,5.357989172564673,5,4,5,0,0,0,4
R007349,Southern California,Pasadena,6.005554621368028,8,3,6,0,0,0,3
R007350,Greater NYC,Lower Manhattan–North Brooklyn,2.1941702760548543,1,1,1,0,0,0,1
R007351,Philadelphia,Main Line,2.788205948381062,2,1,2,0,0,0,1
R007352,Greater NYC,Uptown Manhattan,7.021079357402137,7,3,7,0,0,0,6
R007353,Greater NYC,Lower Manhattan–North Brooklyn,4.198813850881644,7,4,7,0,0,0,7
R007354,Greater NYC,Lower Manhattan–North Brooklyn,15.953791076682467,14,4,13,0,0,0,12
R007355,Philadelphia,Main Line,1.6251115448250963,2,1,2,0,0,0,1
R007356,Chicago,Chicago,16.58072550009445,18,2,7,0,0,0,15
R007357,DMV,DC–Arlington,7.224196263556515,11,3,8,0,0,0,7
R007358,DMV,DC–Arlington,11.862502758839437,7,1,6,0,0,0,6
R007359,Seattle,Seattle,8.706261909932007,10,1,6,0,0,0,10
R007360,Greater NYC,Lower Manhattan–North Brooklyn,6.006487190695945,12,4,12,0,0,0,10
R007361,Greater NYC,Lower Manhattan–North Brooklyn,2.346993698029396,3,2,3,0,0,0,3
R007362,Greater NYC,Uptown Manhattan,5.706687943398364,7,3,7,0,0,0,6
R007363,Greater NYC,Lower Manhattan–North Brooklyn,3.784236313018038,1,1,1,0,0,0,1
R007364,Greater NYC,Lower Manhattan–North Brooklyn,1.3713786862471526,2,2,2,0,0,0,2
R007365,Greater NYC,Uptown Manhattan,6.272276951646844,4,3,4,0,0,0,2
R007366,Greater NYC,Midtown Manhattan,1.3152021078679628,0,0,0,0,0,0,0
R007367,Chicago,Chicago,11.330548580403423,9,2,6,0,0,0,9
R007368,Greater NYC,Fairfield County,5.523055948552403,4,2,4,0,0,0,3
R007369,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R007370,Greater NYC,Uptown Manhattan,4.364980367617458,5,3,5,0,0,0,5
R007371,South Florida,Miami,1.0,2,1,2,0,0,0,2
R007372,Greater NYC,Midtown Manhattan,3.2489980807729455,3,3,3,0,0,0,2
R007373,Greater NYC,Lower Manhattan–North Brooklyn,11.445204986045391,7,4,7,0,0,0,5
R007374,Houston,Houston,14.534246408715532,19,1,6,0,0,0,10
R007375,Seattle,Seattle,5.074564685431315,1,1,1,0,0,0,1
R007376,Boston,Boston,3.5843200902848404,7,2,6,0,0,0,5
R007377,Philadelphia,Philadelphia,9.002344986448696,6,2,4,0,0,0,6
R007378,Northern California,San Francisco,1.3647351026406311,2,1,2,0,0,0,2
R007379,Greater NYC,Lower Manhattan–North Brooklyn,200.0,188,11,59,3,0,0,132
R007380,Greater NYC,Midtown Manhattan,11.423150005277146,7,3,7,0,0,0,5
R007381,Greater NYC,North Jersey,2.9255309126422953,4,1,4,0,0,0,3
R007382,Philadelphia,Philadelphia,5.075331947019889,5,2,4,0,0,0,5
R007383,Greater NYC,Lower Manhattan–North Brooklyn,27.735665636986926,27,7,23,0,0,0,18
R007384,Boston,Boston,124.9852178066895,116,3,15,5,0,0,62
R007385,South Florida,Miami,45.31099771859866,42,2,7,1,0,0,28
R007386,Northern California,Silicon Valley,7.809287876548011,12,1,7,0,0,0,8
R007387,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R007388,Houston,Houston,4.903715486261756,5,1,4,0,0,0,4
R007389,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R007390,Greater NYC,Lower Manhattan–North Brooklyn,4.653955519849791,4,3,4,0,0,0,3
R007391,Southern California,Los Angeles,16.477266810426265,26,3,12,0,0,0,16
R007392,DMV,DC–Arlington,15.961367002982676,19,3,9,0,0,0,16
R007393,Boston,Boston,4.179518875872666,1,1,1,0,0,0,1
R007394,Greater NYC,North Jersey,9.067853747285245,6,1,6,0,0,0,3
R007395,Greater NYC,Uptown Manhattan,1.9231544726733163,1,1,1,0,0,0,1
R007396,Southern California,Los Angeles,5.702715058385398,8,4,7,0,0,0,5
R007397,DMV,DC–Arlington,3.66287677849288,3,2,3,0,0,0,3
R007398,Philadelphia,Main Line,12.16140495825079,10,1,7,0,0,0,7
R007399,Greater NYC,Uptown Manhattan,11.8185938501462,14,3,12,0,0,0,14
R007400,Philadelphia,Philadelphia,1.4367192625138332,3,1,3,0,0,0,3
R007401,Greater NYC,Uptown Manhattan,1.070278249624549,1,1,1,0,0,0,1
R007402,Greater NYC,Westchester,5.466533597193433,1,1,1,0,0,0,1
R007403,Greater NYC,Lower Manhattan–North Brooklyn,2.3759188788018304,2,2,2,0,0,0,1
R007404,Greater NYC,Midtown Manhattan,4.357789366739132,3,3,3,0,0,0,2
R007405,Southern California,Pasadena,5.868112646164461,13,2,8,0,0,0,7
R007406,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R007407,Atlanta,Atlanta,11.663773196404124,10,1,3,0,0,0,10
